train/policy_gradient_loss,eval/mean_ep_length,train/clip_range,train/loss,train/explained_variance,time/total_timesteps,train/clip_fraction,train/entropy_loss,eval/mean_reward,train/std,eval/success_rate,train/approx_kl,train/value_loss,train/learning_rate,train/n_updates,reward/env_0,pose_reward/env_0,success_rate/env_0,distance_reward/env_0,pose_reward/env_1,reward/env_1,distance_reward/env_1,success_rate/env_1,distance_reward/env_2,reward/env_2,pose_reward/env_2,success_rate/env_2,pose_reward/env_3,reward/env_3,distance_reward/env_3,success_rate/env_3,success_rate/env_4,reward/env_4,pose_reward/env_4,distance_reward/env_4,reward/env_5,distance_reward/env_5,success_rate/env_5,pose_reward/env_5,reward/env_6,distance_reward/env_6,pose_reward/env_6,success_rate/env_6,reward/env_7,distance_reward/env_7,success_rate/env_7,pose_reward/env_7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3696.767821360355,27.76378165560611,-131.42675188233127,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-124.21723134180982,-4423.627674887267,-99.40738113940161,0.03333333333333333,,,,,,,,,,,,,,,,
,60.15,,,,7728000,,,-651.7698765300001,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-135.6120083661647,-3722.2349280089743,26.26785369800156,0.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-2606.8179328941987,-120.89266066108097,0.1,23.141338512047323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2618.1280052928137,24.076040937734216,0.1,-103.93570848653668
-0.0013441642426187173,,0.2,12847.111328125,0.28661245107650757,,0.1075927734375,-1.6421391742303968,,0.31540149450302124,,0.007684882,27916.979908370973,0.0003,4720,,,,,,,,,21.449487090452074,-3417.3435060670113,-93.91340476828704,0.16666666666666666,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-3469.3786353537216,-113.47822546895644,26.41845291000241,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7014.865941188373,-209.69965883349585,0.0,-154.6163313645684,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3903.4368853687724,-129.45118737335366,-116.03829352144153,0.06666666666666667,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.85429498735597,-4553.054120493134,26.41194157183405,0.06666666666666667,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-147.23083085804885,-3529.1451905163594,26.27663243865673,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3202.613270610164,-139.72540473751212,0.06666666666666667,26.369859635819136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2934.885213390996,24.197427723221004,0.06666666666666667,-110.88162995505368
,,,,,,,,,,,,,,,,,,,,,,,24.606359210206247,-4267.9080194501685,-108.6776957852337,0.0,,,,,,,,,,,,,,,,,,,,
0.0010768487820314477,,0.2,8608.1259765625,0.4095837473869324,,0.109912109375,-1.6291436683386564,,0.31587356328964233,,0.02014798,16821.927985572816,0.0003,4730,,,,,,,,,,,,,,,,,0.0,-3705.3810252817034,-166.47069975692781,24.96052887664356,,,,,,,,,,,,
,59.61,,,,7752000,,,-669.8951114299999,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5259.267575706389,-288.8554024546958,-108.17252682970268,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5444.9373694649785,26.776763307804334,0.0,-187.1213248852977,,,,,,,,
,,,,,,,,,,,,,,,,,,,-146.0248701979167,-2738.673196311052,21.512670812741455,0.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-132.790669673205,-5691.62779758798,-148.41062992479112,0.1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-4555.39661568916,-137.7701520355554,0.1,-289.645950579304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3177.014859320848,25.697041163451953,0.06666666666666667,-146.6061843835929
,,,,,,,,,,,,,,,,,,,,,,,25.056071953633573,-3184.5053419494775,-143.13696227854683,0.06666666666666667,,,,,,,,,,,,,,,,,,,,
-0.0012793358127964893,,0.2,19970.978515625,0.24961692094802856,,0.0944091796875,-1.6372596811503173,,0.3158811926841736,,0.009183954,33143.56160926819,0.0003,4740,,,,,,,,,,,,,,,,,0.03333333333333333,-5020.777842645684,-138.55704713192733,-231.53259330901895,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5448.376976553049,-214.31156947661702,-177.85459328222538,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3365.00658817091,24.197084351282,0.06666666666666667,-163.70818237976795,,,,,,,,
,,,,,,,,,,,,,,,-3683.250316018986,-151.52210269871978,0.13333333333333333,-161.58294997111076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-149.60144557895038,-4536.894371320906,22.937383692132485,0.1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-149.00931175850764,-4537.434373726026,-150.13475052916206,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3476.440968134557,23.838134054875734,0.03333333333333333,-152.84829541063522
,58.6,,,,7776000,,,-667.95201586,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,26.273944618779506,-3660.5712248940786,-173.77081543445982,0.03333333333333333,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4051.32273438505,-123.7028722184041,0.1,-215.2725835124371,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-4075.177690150712,-201.64178526952256,25.04717024440471,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4911.226204566728,-192.47786953030632,-163.01983123081519,0.03333333333333333,,,,
-0.0006703901068249252,,0.2,13743.7646484375,0.2522735595703125,,0.114129638671875,-1.6347087057307363,,0.3159002959728241,,0.010792237,30668.366718292236,0.0003,4750,,,,,-173.30973378024063,-4442.575126043683,-179.56945389370438,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3542.101044138065,-195.51857937226765,0.06666666666666667,24.433405349257235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-150.49230704294757,-6711.611759841898,-340.23965293070194,0.03333333333333333,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3146.1084466178704,23.39555319498787,0.1,-211.12362763129988
,,,,,,,,,,,,,,,,,,,,,,,25.184399182369575,-3541.8094496630356,-197.1859741262085,0.06666666666666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-3941.3002664590667,-207.05146986099874,25.504758784487127,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4484.729319642508,-137.95930843776333,0.06666666666666667,-177.41557816932107,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3024.087398663526,22.764777037290468,-183.43434348121207,0.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-172.01047522121027,-3476.861159162197,22.348615360844025,0.03333333333333333,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-204.8640369116943,-3752.729729978436,25.102415248621888,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3613.672692555443,-187.20882758956057,0.03333333333333333,26.27671216365343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0011357378833054099,,0.2,13756.193359375,0.30968624353408813,,0.11705322265625,-1.635634615831077,,0.31536728143692017,,0.009577989,26134.66702308655,0.0003,4760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4619.013857156068,-113.09630041506641,0.0,-177.42767577761273
,56.9,,,,7800000,,,-672.9138342800001,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-187.56126835823449,-5606.915495535651,-193.03131423103915,0.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2871.076940023465,23.14143208961115,-178.83592209352236,0.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333333,-3836.6009385083016,-215.9965750899575,22.124752005240854,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3991.6996908975116,25.657119034183133,0.0,-192.0954008504345,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-258.36033968760916,-4513.550999101331,-27.249826829277684,0.03333333333333333,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-207.2252919848577,-4872.602899805987,-107.88519131613866,0.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-4987.025202053681,-248.3457271414054,0.0,-84.7384732008734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3204.9618495544555,23.7934091490521,0.06666666666666667,-179.7253840747958
-0.001524810670161969,,0.2,2164.1103515625,0.5398518443107605,,0.123431396484375,-1.6481743730604648,,0.31616872549057007,,0.009293757,9906.027351188659,0.0003,4770,,,,,,,,,-101.65106162526855,-6109.139250760594,-176.35214683483147,0.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,-2847.2540022400426,-159.6670419109666,23.75470820429375,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4029.9352975739776,28.62035142813395,-184.94290102379588,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5548.998606895451,-263.48455551793217,0.0,-175.5718789646431,,,,,,,,
,60.18,,,,7824000,,,-754.4189784,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-188.60093574016813,-5655.896006322492,-338.6067319802479,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3195.4125200006793,-114.53618535004975,0.16666666666666666,-164.74923465006296
,,,,,,,,,,,,,,,,,,,,,,,,,,,-167.5346060646476,-3517.0249212443596,23.827119190587165,0.03333333333333333,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3640.842362045947,-180.93737856830052,0.03333333333333333,25.49865156064381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.50504917150829e-05,,0.2,4454.9072265625,0.3428001403808594,,0.0829833984375,-1.658243473432958,,0.3170388638973236,,0.009927973,25397.573237037657,0.0003,4780,,,,,,,,,27.36988930633243,-5560.0090804853135,-173.27473605388502,0.03333333333333333,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333333,-3622.7066606738495,-177.70502649396636,24.957249714990187,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3437.418334638102,25.89309126788069,-175.41281370756334,0.06666666666666667,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2872.7897827983443,22.73839690782971,0.13333333333333333,-183.23002737422055,,,,,,,,
,,,,,,,,,,,,,,,,,,,-214.1413020879528,-3728.7255520434264,24.358710080715394,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3355.2444228041627,-201.99868758375789,0.06666666666666667,23.149617116397035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-194.68215854631185,-3977.6655711035114,25.68289669572595,0.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5106.6767383472015,-184.5690433200042,0.03333333333333333,-201.7054130711949
-0.0012385046375129605,56.71,0.2,10026.1474609375,0.3197619318962097,7848000,0.12445068359375,-1.6646077198907734,-659.96495745,0.31685835123062134,0.04,0.012377282,24063.629104804993,0.0003,4790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,23.59345292634475,-5032.2073851628365,-178.17968378681817,0.06666666666666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4186.113122535398,-139.24876751116452,0.06666666666666667,-176.01508624473536,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333333,-3712.539833283182,-183.7009198333029,25.444280952772154,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3868.7417127153312,25.976316664018192,-216.12160211657297,0.03333333333333333,,,,
,,,,,,,,,,,,,,,,,,,-167.9192277298095,-4168.308730235709,-157.84722730947553,0.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3254.318974890274,-168.78753180644568,0.06666666666666667,22.69936932473347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-190.75757442570745,-3794.114466320182,24.16516337234412,0.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4409.637914376682,-144.63548905279106,0.06666666666666667,-190.03916334332425
,,,,,,,,,,,,,,,,,,,,,,,26.451539409875394,-5741.0156499350305,-180.7474810657135,0.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3735.369417525647,23.15102898064299,-177.81759856825101,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3672.243578593633,26.430731623426013,0.03333333333333333,-167.40132805569854,,,,,,,,
0.00032378166251874064,,0.2,4870.97509765625,0.45439720153808594,,0.124420166015625,-1.668499507755041,,0.3173168897628784,,0.015313655,13796.14087486267,0.0003,4800,,,,,,,,,,,,,,,,,0.0,-5405.259416619973,-187.72967892292425,-187.92022384707147,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3653.3862591801726,-189.00762689819356,0.03333333333333333,23.69991703483112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-202.4785267905369,-3880.169783927983,25.148562802538798,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3327.207324804583,23.85197083103754,0.06666666666666667,-179.5848582984675
,,,,,,,,,,,,,,,,,,,,,,,,,,,-205.3330254933497,-4973.846024949718,-131.15464533160284,0.0,,,,,,,,,,,,,,,,
,59.75,,,,7872000,,,-597.2395823500001,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,23.69148060917144,-4741.712175895262,-127.7401765917145,0.03333333333333333,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2764.5241569690343,21.976536168255777,0.1,-134.54056232976228,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3261.065303944767,23.923197931341942,-134.02908192213647,0.03333333333333333,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-4982.392436082526,-173.1064121021356,-171.49732724495246,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3434.629854587552,-151.0425169809036,0.03333333333333333,24.184207882978182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-150.52808864997868,-3004.155583432423,23.15049141124165,0.1,,,,,,,,,,,,,,,,,,,,,,,,
-0.0006597394753043772,,0.2,9070.228515625,0.5365446209907532,,0.105548095703125,-1.6542456585913896,,0.3162557780742645,,0.008067474,9498.45073070526,0.0003,4810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3769.749139488774,24.88185099742634,0.03333333333333333,-181.5367075788887
,,,,,,,,,,,,,,,,,,,,,,,,,,,-159.94159358223527,-3816.4661403257246,24.48223686128151,0.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,25.885654242650944,-5528.726080793292,-157.58166770819915,0.03333333333333333,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3528.5258704160515,25.053054166057525,0.03333333333333333,-149.53736590206725,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3648.209797258797,23.915316525154587,-166.3619494016215,0.03333333333333333,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333333,-3346.7928421307324,-141.46320137974624,24.33939435795669,,,,,,,,,,,,
,,,,,,,,,,,,,,,-4477.297809162437,-167.41385875895722,0.06666666666666667,-182.98410943478206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-157.84315287319038,-4801.78095036078,-198.32867218693994,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-134.89820273028505,-2812.1047089682224,23.2407512355814,0.1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3840.1011438949254,25.089014103159514,0.0,-174.9042047523137
,58.39,,,,7896000,,,-736.77849245,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0008803696582617704,,0.2,11441.2646484375,0.2961762547492981,,0.116522216796875,-1.6367038942873477,,0.3154821991920471,,0.009180309,28461.76450138092,0.0003,4820,,,,,,,,,,,,,,,,,,,,,-1973.5937659842668,20.25560056958046,0.16666666666666666,-111.02122823362467,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,22.16962579366631,-4317.79104406029,-136.84646647038107,0.1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3447.869979760317,24.94139570096362,-154.45972566101668,0.03333333333333333,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,-2939.236207399673,-140.89591909264803,23.978217859369206,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3253.688063157876,-128.479761325261,0.03333333333333333,24.44008413228178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-139.92476705964498,-4644.514128771521,-145.15592106894135,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4742.448936590057,-146.9252379629805,0.0,-148.4329181353635
,,,,,,,,,,,,,,,,,,,,,,,,,,,-140.63829984660453,-5453.970774390311,-249.18349588511444,0.0,,,,,,,,,,,,,,,,
4.357745929155499e-05,,0.2,4526.74609375,0.3840342164039612,,0.11708984375,-1.603577195852995,,0.3139004111289978,,0.007672532,13407.830385780335,0.0003,4830,,,,,,,,,,,,,,,,,,,,,-3397.231586916047,26.24990034284458,0.03333333333333333,-129.73516482885148,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,24.6874187210708,-5077.6387957823745,-140.11055135146532,0.06666666666666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3451.6390111743117,-132.29854437594093,0.1,-103.47962415311032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3563.3994852925184,21.920416774338154,-139.33866432309244,0.0,,,,
,58.96,,,,7920000,,,-692.7329638900001,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-3988.244047656478,-164.6379041039466,26.365562827866302,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-135.1167320634333,-3165.251648018185,24.698124060401714,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3162.255241595189,24.404580634042247,0.06666666666666667,-135.7004542332406
,,,,,,,,,,,,,,,,,,,,,,,,,,,-147.87760587624928,-6320.814710566521,-396.70984588483645,0.0,,,,,,,,,,,,,,,,
-0.0013976243204524507,,0.2,15342.9013671875,0.30232036113739014,,0.0946533203125,-1.5870477365329863,,0.31384244561195374,,0.0077671744,26698.21764717102,0.0003,4840,,,,,,,,,,,,,,,,,,,,,-3849.456599405536,-141.61164480103994,0.1,-126.19278843321652,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,26.325722190684807,-4736.381731930323,-142.7543441790711,0.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-3265.9582177470907,-120.96384476064036,0.03333333333333333,25.192475136126028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5145.051314047468,-225.27734019469347,-139.03454547988525,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333333,-3440.0967590867986,-136.2566991936275,26.277239345828914,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-151.35720696876902,-3484.4450018665584,24.011373324342618,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4454.225766472548,-157.9889719556298,0.06666666666666667,-162.01532245646163
,,,,,,,,,,,,,,,,,,,,,,,,,,,-160.54846988649706,-3606.240838065173,23.684996875634496,0.03333333333333333,,,,,,,,,,,,,,,,
,56.22,,,,7944000,,,-625.53635726,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4786.777944286018,25.804307916427753,0.03333333333333333,-134.7489652974324,,,,,,,,
0.00107349192185211,,0.2,4198.16748046875,0.3652263283729553,,0.14031982421875,-1.5626555789262055,,0.3115992248058319,,0.013060676,16396.37355594635,0.0003,4850,-2982.811022236142,-124.36240389504033,0.06666666666666667,23.703900189016387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,25.00731924039415,-3088.3939272014522,-115.9946404406364,0.06666666666666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3816.942178688435,-94.25854502982764,-137.5301514182429,0.06666666666666667,,,,
,,,,,,,,,,,,,,,,,,,-133.2300426247245,-2673.9577944159582,23.71207688873191,0.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-3420.444657555069,-96.76802696510136,23.652250705922384,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4377.548935565602,-167.10224267533962,0.03333333333333333,-112.51424658559363
,,,,,,,,,,,,,,,,,,,,,,,,,,,-138.69933229144755,-3133.596352939977,22.774940134784448,0.06666666666666667,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4682.102900470053,-149.5972834270752,0.16666666666666666,-118.67319998460019,,,,,,,,
,,,,,,,,,,,,,,,-3076.4807128802436,-126.72638230290256,0.06666666666666667,24.509596822862456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2789.1204448936433,24.162521382353574,-117.88259553129429,0.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,-172.28782380018893,-4636.428094325653,-131.61019192075307,0.03333333333333333,,,,,,,,,,,,,,,,,,,,
-0.00021594438585452734,,0.2,11001.8935546875,0.2357006072998047,,0.073358154296875,-1.5260819163173438,,0.31003671884536743,,0.0066611283,36795.453086090085,0.0003,4860,,,,,-117.71822089953405,-4919.271568370453,-338.05370716220835,0.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-5194.194568442049,-124.69648591815151,-262.3309421555233,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5275.950689382685,-302.59417967916886,0.03333333333333333,-125.6059352179455
,,,,,,,,,,,,,,,,,,,,,,,,,,,-105.80522905809772,-2933.1105748494106,23.995133249862782,0.06666666666666667,,,,,,,,,,,,,,,,
,58.74,,,,7968000,,,-522.73501546,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4849.8727008511505,24.95877226271018,0.03333333333333333,-151.25755573790167,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,-136.05099902288686,-2714.071256118307,-115.4542103301648,0.2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2340.2856334147436,21.54097527014333,-114.3185808392675,0.13333333333333333,,,,
,,,,,,,,,,,,,,,-3483.6543438442072,-112.18088081982728,0.0,24.265156845792458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-152.55958729444245,-3523.74675590153,23.608461310853503,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
-7.407466509903315e-05,,0.2,2514.492919921875,0.39101719856262207,,0.1221923828125,-1.5060925716534257,,0.31007057428359985,,0.0107252095,19017.567001724245,0.0003,4870,,,,,,,,,,,,,,,,,0.0,-3795.4779711136043,-143.62213485898616,22.68580634005435,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4679.987867503293,-150.80558748049998,0.0,-137.2373904367151
,,,,,,,,,,,,,,,,,,,,,,,,,,,-138.89955596523112,-5375.777388581953,-237.11667546509443,0.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2432.8045956322653,22.784346518432507,-120.43344579047704,0.13333333333333333,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3414.9632276492034,24.088705874860295,0.03333333333333333,-131.5575771497272,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,23.114914033000957,-3024.734298388036,-127.36229709767342,0.06666666666666667,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,-2828.9916943570174,-120.60346745847144,0.1,25.169851732301495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
